Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Жарко,Андрій,Едуардович,Чоловіча,21-02-1992,Фізик,місто Сарни,"вулиця Юннатів 2-й, буд. 042 кв. 849, Малин, 14427",+380 46 339 63 60,zmasliak@example.com
Бабариченко,Борислав,Веніяминович,Чоловіча,10-10-1963,Дипломат,хутір Вараш,"шосе Василя Кандинського, буд. 3 кв. 7, Добромиль, 79823",+380 08 704-02-57,qkovalenko@example.com
Дробаха,Богодар,Валентинович,Чоловіча,16-03-1963,Електрослюсар,хутір Боково-Хрустальне,"узвіз Івана Франка, буд. 7, Родинське, 72847",008 909-75-37,viktorbaturynets@example.org
Кабалюк,Леонтій,Олексович,Чоловіча,19-10-1955,Льотчик,місто Перещепине,"провулок Італійський, буд. 5, Лутугине, 60544",+380 19 319-51-42,glytvyn@example.com
Карпенко,Амвросій,Леонтійович,Чоловіча,08-10-1957,Географ,село Південне ,"парк Виноградна 2-га, буд. 4, Часів Яр, 61071",+380 54 774-95-16,shevchenkozakhar@example.net
Чумак,Опанас,Давидович,Чоловіча,15-04-1944,Кінолог,місто Ржищів,"вулиця Туристський, буд. 059 кв. 82, Ладижин, 92014",327-87-58,yrak@example.net
Ґоляш,Георгій,Пантелеймонович,Чоловіча,18-03-1967,Державний службовець,село Краматорськ,"площа Садова 4-та, буд. 592 кв. 420, Перемишляни, 61063",156-51-59,kabaliukhryhorii@example.net
Рябовіл,Григорій,Владиславович,Чоловіча,19-03-1945,Електрик,хутір Хотин,"шосе Недєліна, буд. 925, Підгайці, 86445",+380 90 359 29 66,myrondashkevych@example.org
Теліженко,Вʼячеслав,Ігнатович,Чоловіча,16-05-1947,Сантехнік,хутір Надвірна,"вулиця Тепла, буд. 73 кв. 3, Новоукраїнка, 49862",+380 63 427 43 03,iustyna92@example.org
Гаврюшенко,Олександр,Альбертович,Чоловіча,05-02-1950,Етнограф,село Білозерське,"сквер Митна, буд. 15 кв. 3, Вільнянськ, 98637",+380 36 778-40-98,vanchenkoboryslav@example.com
Бабʼяк,Пилип,Леонідович,Чоловіча,07-05-1992,Головний меркшейдер,хутір Дружківка,"парк Київське, буд. 63, Нова Каховка, 84425",+380 79 595-35-50,feofandrozd@example.net
Їжакевич,Георгій,Мирославович,Чоловіча,06-02-1940,Випробувач,хутір Вашківці,"проспект Радіальний, буд. 80 кв. 46, Енергодар, 99133",+380 81 220-58-55,volodymyr35@example.net
Саєнко,Демʼян,Давидович,Чоловіча,03-01-1939,Журналіст,село Кодима,"площа Павла Кравцова, буд. 3 кв. 3, Камінь-Каширський, 77044",+380 (47) 486-28-96,kderkach@example.net
Петлюра,Орхип,Трохимович,Чоловіча,08-08-1990,Піаніст,селище Покровськ,"парк Польський узвіз, буд. 216 кв. 691, Ічня, 52103",672-72-11,msliusar@example.org
Тягнибок,Дан,Яремович,Чоловіча,02-03-1995,Реставратор,місто Євпаторія,"вулиця Буніна, буд. 86 кв. 061, Переяслав, 11113",357 74 03,zorian87@example.net
Калениченко,Пилип,Азарович,Чоловіча,12-06-1994,М'ясник,хутір Арциз,"проспект Пересипська 7-ма, буд. 205 кв. 7, Мена , 48668",085 345-60-76,oleksandrpanchuk@example.net
Верменич,Мирослав,Микитович,Чоловіча,22-10-1961,Сантехнік,селище Амвросіївка,"шосе Радісний, буд. 015 кв. 028, Нетішин, 47435",180 78 57,xpetrenko@example.net
Дрозденко,Болеслав,Олегович,Чоловіча,28-11-2004,Конструктор,місто Болград,"вулиця Каманіна, буд. 879, Татарбунари, 81313",099 634-10-51,artemenkohanna@example.org
Забара,Трохим,Костянтинович,Чоловіча,03-04-1943,Клавішник,селище Кобеляки,"проспект Східчастий 4-й, буд. 25, Бершадь, 15936",+380 39 179 12 42,nhohol@example.org
Дурдинець,Леон,Богуславович,Чоловіча,20-09-1987,Музичний редактор,село Ічня,"парк 5-та Суворовська, буд. 7 кв. 4, Сміла, 64326",015 288-49-47,androshchukirena@example.net
Їжакевич,Теодор,Михайлович,Чоловіча,10-05-1991,Реабілітолог,хутір Червоноград,"парк Гаванна, буд. 76 кв. 4, Острог, 79410",+380 16 683-18-45,nmazur@example.net
Примаченко,Станіслав,Ростиславович,Чоловіча,19-10-1977,Композитор,хутір Первомайський ,"провулок Аеропортівський 3-й, буд. 03 кв. 04, Ірпінь, 17885",614-06-55,varvara15@example.net
Гавриленко,Леонтій,Алевтинович,Чоловіча,01-02-1939,Диригент,місто Заставна,"проспект Чорноморський 9-й, буд. 11 кв. 357, Косів, 69411",014 760-85-47,nestorakulenko@example.com
Верес,Адам,Мартинович,Чоловіча,23-02-2008,Агроном,селище Олександрівськ,"узвіз Пересипський узвіз, буд. 794, Буськ, 68975",794 74 73,myron26@example.com
Шведченко,Данило,Леопольдович,Чоловіча,18-11-1990,Математик,хутір Хрустальний,"набережна 4-та Суворовська, буд. 01 кв. 415, Устилуг, 08405",001 109-02-90,bsirobaba@example.org
Забашта,Леонід,Петрович,Чоловіча,18-10-1950,Актор,місто Новий Буг,"шосе Соборна, буд. 38, Армянськ, 27150",+380 (73) 911-01-99,nandriichuk@example.net
Гавриленко,Климент,Святославович,Чоловіча,12-10-1994,Акушер,місто Алушта,"шосе Краснослобідська, буд. 296 кв. 384, Сновськ, 62695",+380 (74) 500-59-94,panasskyrda@example.com
Лаба,Зорян,Тимофійович,Чоловіча,08-08-1999,Ветеринар,село Амвросіївка,"шосе Локальна, буд. 41 кв. 4, Горохів, 50077",+380 (61) 043-91-07,ada33@example.net
Тарасенко,Зорян,Єфремович,Чоловіча,08-02-1939,Редактор,селище Волноваха,"провулок Капітана Гаврікова, буд. 6, Сіверськ, 56928",+380 (09) 605-80-11,pgzhytskyi@example.org
Гречаник,Аркадій,Юхимович,Чоловіча,01-02-1974,Дипломат,місто Кодима,"вулиця Верхня, буд. 98, Рубіжне, 97050",097 957-14-32,chernenkovasylyna@example.org
Карпенко,Василь,Яковович,Чоловіча,14-08-1996,Математик,селище Жовква,"сквер Державіна, буд. 42 кв. 170, Бобринець, 71310",518 15 39,oksanadanylenko@example.com
Гайдамака,Леон,Валентинович,Чоловіча,22-05-1970,Детектив,місто Копичинці,"набережна Кипарисний 2-й, буд. 2 кв. 098, Сорокине, 37419",001 088-53-17,barannykfedir@example.org
Шамрай,Віталій,Омелянович,Чоловіча,23-07-1956,Кушнір,селище Сквира,"проспект Заводська, буд. 101 кв. 838, Славутич, 11700",+380 (31) 939-77-89,violettakopytko@example.com
Асаула,Хома,Мирославович,Чоловіча,29-03-1949,Льотчик,селище Южне,"провулок Горбатий міст, буд. 8, Стебник, 44791",001 619 30 42,vasylskyba@example.com
Скорик,Руслан,Миколайович,Чоловіча,11-02-1965,Мовознавець,хутір Берегове,"шосе Бригадна, буд. 23 кв. 2, Мена , 20784",012 786-70-32,klavdiiadurdynets@example.com
Доценко,Опанас,Іванович,Чоловіча,04-08-1976,Круп'є,село Краматорськ,"вулиця Данила Крижанівського, буд. 7 кв. 0, Армянськ, 21111",+380 (15) 119-83-69,oleh13@example.com
Базавлученко,Венедикт,Русланович,Чоловіча,23-03-1943,Петрограф,селище Ясинувата,"сквер Східчастий 4-й, буд. 91, Брянка, 31066",+380 16 966-31-33,viacheslavshmorhun@example.net
Шовкопляс,Алевтин,Мирославович,Чоловіча,09-05-1951,Ботанік,село Берестечко,"проспект Студена, буд. 20, Кролевець, 52543",112-69-86,iosypatamaniuk@example.org
Дрозденко,Леопольд,Яковович,Чоловіча,19-11-1950,Електромонтажник,селище Копичинці,"набережна Літературна, буд. 190, Покров, 93679",069 625-99-07,kabaliukrozaliia@example.net
Ватаманюк,Антон,Геннадійович,Чоловіча,26-11-1999,Продюсер,хутір Соледар,"сквер Ключовий 1-й, буд. 23 кв. 6, Ватутіне, 71969",+380 (46) 942-04-09,andriimakarenko@example.net
